Time (ms) ,x-axis acceleration,y-axis acceleration,z-axis acceleration,x-axis gyroscope,y-axis gyroscope,z-axis gyroscope,x-axis magnetometer,y-axis magnetometer,z-axis magnetometer
2520,-4.4906616,-0.005377611,-0.005377611,81.768295,23.292683,183.10976,-70.200005,-41.4,-43.2
2530,-5.3001785,-0.006347016,-0.006347016,80.060974,26.158537,185.42683,-69.0,-40.800003,-43.800003
2540,-5.5540504,-0.00665103,-0.00665103,85.426834,31.40244,189.20732,-67.200005,-39.0,-44.4
2550,-5.1804276,-0.006203613,-0.006203613,91.28049,37.682926,192.80489,-66.600006,-37.2,-44.4
2560,-4.366121,-0.0052284724,-0.0052284724,92.439026,42.92683,197.37805,-65.4,-37.2,-45.600002
2570,-3.767366,-0.004511458,-0.004511458,87.743904,46.341465,201.7683,-66.600006,-38.4,-46.2
2580,-3.4823585,-0.0041701584,-0.0041701584,77.0122,48.780487,204.14635,-64.200005,-36.0,-45.600002
2590,-3.6763551,-0.0044024712,-0.0044024712,68.35366,51.463417,204.5122,-61.2,-36.600002,-45.600002
2600,-4.2272096,-0.005062125,-0.005062125,64.756096,54.390244,205.60976,-61.2,-36.0,-47.4
2610,-4.0978785,-0.0049072495,-0.0049072495,62.743904,58.90244,208.35367,-59.4,-36.0,-46.800003
2620,-2.9674294,-0.0035535258,-0.0035535258,59.08537,62.92683,210.7927,-58.800003,-34.2,-47.4
2630,-1.8513502,-0.0022170101,-0.0022170101,53.90244,63.90244,211.95122,-57.600002,-34.800003,-48.600002
2640,-1.089734,-0.0013049671,-0.0013049671,44.817074,67.0122,214.7561,-56.4,-34.2,-48.600002
2650,-0.52690434,-0.00063097314,-0.00063097314,31.585367,69.20732,218.71951,-53.4,-33.600002,-48.600002
2660,-0.29937744,-0.00035850742,-0.00035850742,20.0,70.060974,221.95122,-52.800003,-33.0,-49.800003
2670,-0.37362307,-0.0004474173,-0.0004474173,14.634147,71.95122,222.5,-51.600002,-33.600002,-48.600002
2680,-0.07424561,-8.8909845e-05,-8.8909845e-05,16.707317,76.097565,224.39024,-50.4,-31.2,-48.600002
2690,0.82388675,0.0009866125,0.0009866125,24.207317,81.585365,226.5244,-47.4,-30.6,-50.4
2700,1.4873072,0.001781065,0.001781065,33.23171,86.46342,226.28049,-45.0,-31.800001,-49.800003
2710,1.4370118,0.0017208358,0.0017208358,42.682926,90.121956,223.96342,-45.0,-31.2,-50.4
2720,1.0825489,0.0012963628,0.0012963628,48.109756,96.82927,222.62196,-43.2,-31.2,-49.2
2730,0.92926764,0.0011128071,0.0011128071,52.743904,106.15854,222.0122,-40.800003,-31.800001,-49.800003
2740,1.3148658,0.0015745647,0.0015745647,58.963417,116.951225,222.92683,-39.600002,-30.6,-50.4
2750,2.0261867,0.0024263784,0.0024263784,68.29269,127.86586,222.98781,-37.2,-31.2,-51.000004
2760,2.818938,0.003375706,0.003375706,76.40244,138.71951,224.57318,-34.800003,-31.2,-51.000004
2770,3.8487966,0.0046089715,0.0046089715,79.939026,148.41464,224.08537,-32.4,-32.4,-51.000004
2780,5.017566,0.006008585,0.006008585,74.39024,157.2561,223.59756,-31.800001,-31.800001,-51.600002
2790,5.8007374,0.00694644,0.00694644,59.69512,161.70732,224.7561,-30.6,-33.0,-51.600002
2800,5.8845634,0.0070468225,0.0070468225,39.878048,160.67073,226.7683,-27.000002,-33.600002,-50.4
2810,5.8510327,0.007006669,0.007006669,19.939024,161.28049,231.95122,-24.6,-34.2,-53.4
2820,6.3779373,0.0076376423,0.0076376423,7.3170733,162.31708,235.60976,-22.800001,-35.4,-51.000004
2830,7.4101906,0.008873776,0.008873776,4.634146,165.30489,235.18294,-21.0,-34.800003,-51.000004
2840,8.471185,0.010144327,0.010144327,4.268293,171.7683,232.2561,-19.2,-35.4,-48.600002
2850,10.169253,0.01217778,0.01217778,3.9634147,182.56097,225.67073,-16.2,-38.4,-49.2
2860,11.00751,0.013181602,0.013181602,10.0,188.41464,217.19513,-15.000001,-37.2,-49.800003
2870,9.7142,0.011632849,0.011632849,14.878049,183.17073,213.59756,-12.0,-39.600002,-48.0
2880,7.7550735,0.009286777,0.009286777,10.792684,182.31708,215.7317,-9.6,-39.600002,-47.4
2890,7.3934255,0.0088537,0.0088537,8.170732,189.0244,217.37805,-8.400001,-39.600002,-45.600002
2900,9.896221,0.011850822,0.011850822,9.756098,200.18294,213.2927,-6.0,-40.800003,-43.2
2910,13.414505,0.016064001,0.016064001,15.914635,216.34146,207.74391,-6.0,-42.600002,-44.4
2920,15.347286,0.018378526,0.018378526,35.487804,226.21951,194.14635,-3.6000001,-43.800003,-42.600002
2930,14.305452,0.017130919,0.017130919,58.109756,227.68294,181.64635,-1.8000001,-44.4,-40.800003
2940,9.80521,0.011741836,0.011741836,72.68293,222.31708,173.35367,-0.6,-45.600002,-39.600002
2950,6.715635,0.008042038,0.008042038,75.60976,231.15854,172.80489,1.8000001,-45.0,-39.600002
2960,7.1539235,0.008566894,0.008566894,78.47561,238.90245,171.34146,3.6000001,-46.800003,-37.2
2970,8.993299,0.010769564,0.010769564,85.67073,244.81708,161.46342,4.8,-48.0,-34.2
2980,11.524835,0.0138011025,0.0138011025,90.36585,258.23172,145.7317,6.0,-50.4,-33.600002
2990,16.583117,0.019858444,0.019858444,98.71951,277.07318,130.12195,7.2000003,-51.600002,-31.2
3000,20.000809,0.023951165,0.023951165,108.90244,280.42685,115.426834,7.8,-52.800003,-30.6
3010,19.402054,0.02323415,0.02323415,126.768295,260.06097,99.32927,10.200001,-55.2,-29.400002
3020,13.898299,0.01664335,0.01664335,128.96342,245.18294,81.89024,9.6,-54.600002,-25.800001
3030,10.164463,0.012172044,0.012172044,115.18293,252.2561,77.86585,10.8,-54.600002,-23.400002
3040,10.602752,0.0126968995,0.0126968995,92.68293,249.45123,70.0,10.8,-55.800003,-19.800001
3050,13.002562,0.0155706955,0.0155706955,64.87805,240.36586,55.914635,12.0,-57.000004,-19.800001
3060,15.452666,0.01850472,0.01850472,38.719513,235.36586,40.182926,12.6,-57.000004,-17.400002
3070,18.661993,0.02234792,0.02234792,19.085367,229.0244,29.817074,12.6,-57.600002,-16.800001
3080,20.877386,0.025000874,0.025000874,3.7804878,216.34146,25.060976,12.6,-56.4,-14.400001
3090,20.395987,0.024424395,0.024424395,-7.1341467,198.78049,22.073172,13.200001,-55.800003,-12.6
3100,17.536333,0.02099993,0.02099993,-14.512196,183.78049,18.59756,14.400001,-56.4,-10.200001
3110,14.755716,0.017670115,0.017670115,-23.170732,177.80489,20.243902,13.200001,-57.600002,-9.0
3120,13.404925,0.01605253,0.01605253,-24.573172,172.98781,22.743902,13.8,-57.000004,-6.6000004
3130,12.885205,0.01543016,0.01543016,-23.414635,165.7317,23.780489,13.8,-57.000004,-6.6000004
3140,12.511582,0.014982742,0.014982742,-24.756098,157.92683,22.865854,13.200001,-57.600002,-4.2000003
3150,12.054133,0.014434943,0.014434943,-25.731709,151.64635,18.170732,13.200001,-57.000004,-1.2
3160,11.615846,0.01391009,0.01391009,-21.646341,149.7561,11.768293,13.200001,-58.2,-1.8000001
3170,11.043435,0.013224622,0.013224622,-10.853659,150.54878,7.0731707,13.200001,-57.000004,1.8000001
3180,10.676997,0.012785809,0.012785809,8.353659,154.08537,6.9512196,12.6,-57.600002,2.4
3190,10.358459,0.012404357,0.012404357,37.317074,160.7317,7.5609756,12.0,-56.4,3.0
3200,10.439891,0.012501872,0.012501872,69.14634,167.62195,9.02439,11.400001,-58.2,4.2000003
3210,11.323653,0.013560186,0.013560186,100.36585,169.45122,12.804878,10.200001,-57.000004,5.4
3220,12.672049,0.015174903,0.015174903,123.53659,161.03659,14.695123,10.200001,-57.000004,7.2000003
3230,13.371394,0.016012376,0.016012376,127.56098,144.39024,15.365854,9.6,-57.000004,8.400001
3240,12.87802,0.015421555,0.015421555,113.47561,125.243904,11.8902445,10.8,-55.800003,9.0
3250,12.231365,0.01464718,0.01464718,84.81708,106.768295,3.3536587,11.400001,-55.800003,10.8
3260,11.558365,0.013841256,0.013841256,59.207317,97.19512,-0.30487806,10.8,-55.800003,12.0
3270,10.950029,0.013112768,0.013112768,55.42683,91.768295,-4.3292685,10.8,-55.2,12.0
3280,11.247012,0.013468407,0.013468407,76.15854,92.0122,2.682927,9.6,-55.2,13.200001
3290,11.814631,0.0141481375,0.0141481375,104.5122,89.63415,13.170732,10.8,-54.600002,15.000001
3300,12.216995,0.014629972,0.014629972,125.85366,80.79269,16.890244,9.0,-53.4,14.400001
3310,12.20981,0.014621368,0.014621368,131.70732,66.52439,17.37805,8.400001,-54.600002,15.000001
3320,11.975099,0.014340298,0.014340298,123.65854,47.19512,18.90244,8.400001,-52.800003,15.6
3330,11.263778,0.013488485,0.013488485,106.52439,28.414635,18.414635,9.0,-52.800003,15.6
3340,10.425521,0.012484663,0.012484663,80.30488,12.195122,15.731708,9.0,-52.800003,16.2
3350,10.032737,0.012014301,0.012014301,45.548782,-2.6219513,8.780488,9.0,-51.600002,16.2
3360,10.140513,0.012143364,0.012143364,7.865854,-18.292683,-1.4634147,8.400001,-52.2,15.6
3370,9.877061,0.011827878,0.011827878,-25.0,-32.19512,-10.731708,7.8,-52.2,15.000001
3380,9.182506,0.010996141,0.010996141,-47.92683,-40.243904,-17.073172,9.6,-52.2,15.6
3390,8.50711,0.010187347,0.010187347,-59.512196,-42.439026,-21.036587,8.400001,-52.800003,14.400001
3400,7.9347,0.009501881,0.009501881,-60.487804,-40.121952,-22.682928,8.400001,-50.4,15.6
3410,7.3862405,0.0088450955,0.0088450955,-53.35366,-33.90244,-22.682928,7.2000003,-51.600002,13.8
3420,7.216194,0.008641464,0.008641464,-42.439026,-26.463415,-22.682928,8.400001,-52.2,15.000001
3430,7.3311553,0.008779131,0.008779131,-29.756098,-19.207317,-21.524391,7.8,-53.4,13.8
3440,7.446116,0.008916797,0.008916797,-15.243903,-12.012196,-19.756098,9.6,-51.600002,14.400001
3450,7.5395217,0.009028651,0.009028651,-0.6097561,-4.3292685,-17.865854,8.400001,-52.2,15.000001
3460,7.8269243,0.009372818,0.009372818,9.146341,1.3414634,-16.768293,8.400001,-52.800003,14.400001
3470,8.447234,0.010115646,0.010115646,12.012196,2.7439024,-17.012196,7.8,-52.2,14.400001
3480,8.56938,0.010261917,0.010261917,10.426829,2.804878,-17.195122,9.0,-51.600002,15.000001
3490,8.361013,0.010012396,0.010012396,5.4268293,4.1463413,-16.40244,9.0,-53.4,13.200001
3500,8.272398,0.009906278,0.009906278,-1.3414634,6.097561,-15.0,9.0,-51.600002,13.200001
3510,8.365804,0.010018132,0.010018132,-6.4634147,7.804878,-14.512196,8.400001,-52.2,15.000001
3520,8.339458,0.009986583,0.009986583,-8.658537,9.756098,-13.109756,9.0,-51.000004,13.8
3530,8.4304695,0.01009557,0.01009557,-6.3414636,12.012196,-11.829268,9.0,-51.000004,14.400001
3540,8.6627865,0.010373772,0.010373772,0.91463417,14.878049,-10.060976,7.2000003,-52.800003,15.6
3550,8.907078,0.010666313,0.010666313,10.97561,17.195122,-7.865854,7.8,-52.2,14.400001
3560,8.820857,0.0105630625,0.0105630625,21.09756,19.87805,-4.268293,7.8,-52.2,15.000001
3570,8.823253,0.010565932,0.010565932,29.756098,22.560976,0.6097561,8.400001,-50.4,14.400001
3580,9.050779,0.010838397,0.010838397,35.0,24.024391,5.0,7.8,-50.4,16.2
3590,9.302257,0.011139544,0.011139544,37.743904,23.719513,9.085366,7.8,-51.000004,14.400001
3600,9.872271,0.011822141,0.011822141,35.670734,21.09756,11.158537,8.400001,-51.600002,15.6
3610,10.547667,0.012630934,0.012630934,26.036587,13.841464,10.487805,8.400001,-50.4,15.000001
3620,11.009905,0.013184469,0.013184469,7.256098,1.6463414,6.585366,7.8,-49.800003,15.6
3630,10.95961,0.013124241,0.013124241,-15.54878,-11.585366,1.6463414,6.6000004,-50.4,15.6
3640,10.454261,0.01251908,0.01251908,-36.768295,-22.560976,-2.2560976,8.400001,-50.4,15.6
3650,9.826766,0.011767649,0.011767649,-50.30488,-29.024391,-3.0487804,7.8,-51.600002,16.2
3660,9.364527,0.011214113,0.011214113,-51.768295,-30.792685,-1.5243902,9.0,-51.000004,15.6
3670,9.359736,0.011208376,0.011208376,-45.85366,-29.085367,0.79268295,7.8,-51.600002,14.400001
3680,9.778865,0.011710287,0.011710287,-38.170734,-27.987806,4.634146,7.2000003,-51.000004,16.2
3690,10.523716,0.012602253,0.012602253,-32.378048,-29.573172,7.4390244,8.400001,-51.600002,15.000001
3700,10.96919,0.013135713,0.013135713,-29.085367,-35.243904,10.060976,7.8,-52.2,15.6
3710,10.801538,0.012934948,0.012934948,-28.170732,-42.2561,11.158537,9.0,-51.600002,15.6
3720,10.461446,0.012527684,0.012527684,-31.40244,-49.69512,11.52439,9.0,-52.800003,12.6
3730,10.40157,0.012455982,0.012455982,-39.939026,-57.134148,10.914635,9.0,-52.2,12.6
3740,10.619517,0.012716976,0.012716976,-50.487804,-65.54878,10.426829,9.0,-52.800003,12.6
3750,10.904525,0.013058276,0.013058276,-63.23171,-75.18293,10.060976,9.0,-53.4,13.200001
3760,11.400293,0.013651963,0.013651963,-76.70732,-84.63415,10.365854,9.6,-52.800003,12.0
3770,11.984678,0.01435177,0.01435177,-88.47561,-94.63415,9.146341,9.6,-54.000004,12.6
3780,12.006233,0.014377582,0.014377582,-95.67073,-104.63415,8.231708,10.200001,-54.600002,10.8
3790,11.194322,0.01340531,0.01340531,-94.69512,-110.73171,7.1951222,10.200001,-54.600002,9.0
3800,10.43031,0.012490399,0.012490399,-85.67073,-112.5,7.1341467,9.6,-55.2,10.8
3810,10.384805,0.012435906,0.012435906,-73.84147,-112.19512,8.231708,11.400001,-56.4,7.2000003
3820,10.933265,0.013092692,0.013092692,-61.40244,-115.243904,8.47561,11.400001,-56.4,7.8
3830,11.364368,0.013608943,0.013608943,-55.121952,-121.64635,7.5609756,10.8,-55.800003,7.2000003
3840,11.302097,0.013534373,0.013534373,-54.085365,-128.65854,6.097561,12.0,-57.000004,4.8
3850,11.220667,0.013436859,0.013436859,-57.012196,-134.45122,3.902439,12.6,-58.2,5.4
3860,11.448194,0.013709324,0.013709324,-61.341465,-139.63416,2.0731707,13.200001,-57.600002,4.2000003
3870,11.754756,0.014076436,0.014076436,-65.97561,-146.34146,-0.36585367,13.200001,-58.2,1.8000001
3880,11.934382,0.01429154,0.01429154,-69.756096,-153.59756,-3.1707318,12.6,-57.600002,1.2
3890,12.082874,0.014469361,0.014469361,-71.95122,-160.91464,-6.52439,14.400001,-57.600002,0.0
3900,12.032578,0.01440913,0.01440913,-71.40244,-167.80489,-10.060976,13.200001,-58.800003,-1.8000001
3910,11.515254,0.01378963,0.01378963,-67.31708,-171.09756,-14.146341,14.400001,-58.2,-3.6000001
3920,11.045831,0.013227491,0.013227491,-60.975613,-168.71951,-18.170732,12.6,-58.800003,-4.2000003
3930,11.285333,0.013514297,0.013514297,-53.048782,-166.28049,-21.524391,13.8,-58.800003,-6.6000004
3940,11.994258,0.014363241,0.014363241,-44.512196,-165.48781,-25.121952,13.8,-58.800003,-7.2000003
3950,12.593013,0.015080256,0.015080256,-35.060978,-167.43903,-30.121952,13.8,-58.800003,-9.0
3960,12.628939,0.015123278,0.015123278,-30.243902,-174.32927,-34.207317,13.200001,-58.800003,-10.8
3970,12.245735,0.014664388,0.014664388,-34.085365,-181.95122,-37.621952,12.6,-58.2,-11.400001
3980,12.154725,0.014555403,0.014555403,-49.32927,-189.45122,-42.317074,13.8,-58.800003,-13.8
3990,12.305611,0.01473609,0.01473609,-73.65854,-198.2317,-50.975613,13.200001,-57.600002,-15.000001
4000,12.691209,0.015197847,0.015197847,-104.451225,-207.92683,-62.012196,12.0,-58.2,-16.2
4010,12.231365,0.01464718,0.01464718,-133.47562,-220.54878,-75.426834,13.8,-56.4,-18.6
4020,10.775193,0.0129034,0.0129034,-154.0244,-227.43903,-88.04878,12.0,-56.4,-19.800001
4030,9.6615095,0.011569752,0.011569752,-163.2317,-225.85367,-96.40244,11.400001,-55.800003,-21.0
4040,9.321417,0.011162488,0.011162488,-159.08537,-220.7927,-102.19512,10.200001,-55.2,-22.800001
4050,9.357342,0.011205508,0.011205508,-144.69513,-213.96342,-105.97561,10.200001,-53.4,-25.2
4060,9.362132,0.011211245,0.011211245,-129.20732,-207.13416,-111.03659,10.200001,-52.2,-26.400002
4070,9.453142,0.011320231,0.011320231,-121.768295,-203.65854,-118.84147,9.0,-52.2,-28.2
4080,9.486672,0.011360384,0.011360384,-126.951225,-205.0,-129.51219,7.2000003,-49.800003,-30.000002
4090,9.328602,0.011171092,0.011171092,-144.7561,-207.19513,-141.28049,6.6000004,-49.2,-30.6
4100,9.256751,0.01108505,0.01108505,-172.37805,-212.31708,-153.65854,6.6000004,-46.800003,-32.4
4110,9.017249,0.010798245,0.010798245,-207.19513,-216.40245,-167.56097,4.8,-45.600002,-34.2
4120,8.53106,0.010216028,0.010216028,-240.48781,-217.92683,-182.56097,4.2000003,-43.800003,-34.800003
4130,8.023315,0.009607999,0.009607999,-268.35367,-215.97562,-197.37805,1.8000001,-42.600002,-34.800003
4140,7.0198026,0.008406282,0.008406282,-286.2195,-210.48781,-209.63416,0.6,-39.0,-35.4
4150,5.8342676,0.006986593,0.006986593,-295.06097,-200.42683,-218.78049,-0.6,-37.2,-35.4
4160,4.5840673,0.005489466,0.005489466,-291.34146,-184.7561,-225.85367,-2.4,-36.0,-34.800003
4170,4.026028,0.0048212083,0.0048212083,-280.36588,-166.82927,-228.84146,-4.2000003,-34.2,-34.800003
4180,3.9565725,0.0047380347,0.0047380347,-265.30487,-147.74391,-229.69513,-6.0,-30.6,-34.2
4190,3.923042,0.004697881,0.004697881,-248.2927,-132.31708,-232.0122,-9.0,-29.400002,-33.0
4200,3.7434156,0.004482777,0.004482777,-234.0244,-118.23171,-232.56097,-10.200001,-27.000002,-32.4
4210,3.3650026,0.0040296237,0.0040296237,-221.21951,-103.597565,-231.15854,-10.200001,-25.2,-30.6
4220,2.794988,0.0033470255,0.0033470255,-208.59756,-89.02439,-229.14635,-12.0,-24.6,-28.800001
4230,2.3471193,0.0028106985,0.0028106985,-195.67073,-72.560974,-225.42683,-15.000001,-22.800001,-28.800001
4240,2.0357666,0.0024378505,0.0024378505,-180.85367,-57.19512,-221.64635,-16.800001,-22.2,-27.000002
4250,1.9016455,0.0022772392,0.0022772392,-164.2683,-42.012196,-218.2927,-17.400002,-20.400002,-27.000002
4260,1.6525636,0.001978961,0.001978961,-146.46342,-27.439026,-213.65854,-19.2,-19.2,-25.800001
4270,1.3915064,0.0016663426,0.0016663426,-127.743904,-12.865854,-209.08537,-21.0,-18.6,-24.6
4280,1.4250367,0.0017064954,0.0017064954,-111.15854,-0.06097561,-204.39024,-23.400002,-18.0,-23.400002
4290,1.4897022,0.001783933,0.001783933,-96.89024,8.841464,-201.40245,-24.6,-17.400002,-22.2
4300,1.5376027,0.0018412942,0.0018412942,-86.64635,17.37805,-199.14635,-27.000002,-17.400002,-22.800001
4310,1.4968873,0.0017925373,0.0017925373,-79.32927,22.92683,-196.64635,-27.6,-16.800001,-21.6
4320,1.0466236,0.001253342,0.001253342,-75.426834,26.707317,-193.78049,-28.800001,-16.800001,-21.0
4330,0.48139894,0.00057647994,0.00057647994,-73.35366,31.890245,-191.70732,-30.000002,-17.400002,-20.400002
4340,0.21794678,0.0002609934,0.0002609934,-73.47561,37.865856,-189.32927,-33.0,-16.2,-21.0
4350,0.023950197,2.8680595e-05,2.8680595e-05,-73.35366,43.414635,-188.41464,-33.0,-16.2,-20.400002
4360,-0.3520679,-0.00042160475,-0.00042160475,-70.18293,47.439026,-186.64635,-35.4,-16.800001,-18.6
4370,-0.57959473,-0.00069407036,-0.00069407036,-66.89024,51.09756,-183.59756,-36.0,-18.0,-19.800001
4380,-0.7089258,-0.0008489456,-0.0008489456,-65.0,53.292683,-179.93903,-37.800003,-17.400002,-19.2
4390,-0.97956306,-0.0011730364,-0.0011730364,-66.64634,52.012196,-177.19513,-37.800003,-16.800001,-16.800001
4400,-1.4346168,-0.0017179677,-0.0017179677,-73.96342,51.585365,-174.57318,-40.800003,-17.400002,-17.400002
4410,-1.6836988,-0.0020162459,-0.0020162459,-85.48781,53.414635,-173.10976,-42.0,-17.400002,-16.2
4420,-2.0333717,-0.0024349825,-0.0024349825,-97.31708,57.987804,-172.07318,-43.2,-18.0,-15.6
4430,-1.9878663,-0.0023804894,-0.0023804894,-109.02439,62.743904,-172.01219,-45.0,-17.400002,-16.800001
4440,-1.7148341,-0.0020535307,-0.0020535307,-115.426834,68.65854,-170.60976,-46.2,-18.6,-16.2
4450,-1.7842896,-0.0021367043,-0.0021367043,-113.90244,72.13415,-168.53659,-47.4,-18.6,-15.6
4460,-2.4213648,-0.002899608,-0.002899608,-107.37805,77.13415,-165.42683,-49.800003,-20.400002,-13.200001
4470,-3.1063404,-0.003719873,-0.003719873,-97.743904,81.03659,-160.06097,-50.4,-20.400002,-13.200001
4480,-3.7506008,-0.0044913813,-0.0044913813,-87.86585,83.84147,-151.95122,-51.600002,-21.0,-13.200001
4490,-4.493057,-0.0053804796,-0.0053804796,-79.63415,86.097565,-145.30489,-53.4,-21.6,-13.8
4500,-4.981641,-0.005965564,-0.005965564,-74.756096,88.17073,-139.93903,-52.2,-22.2,-13.200001
4510,-5.094207,-0.0061003626,-0.0061003626,-74.45122,89.939026,-136.82927,-54.000004,-21.6,-12.0
4520,-4.981641,-0.005965564,-0.005965564,-77.31708,91.46342,-135.91464,-55.2,-23.400002,-13.8
4530,-4.687053,-0.0056127924,-0.0056127924,-82.0122,90.85366,-136.46342,-57.000004,-23.400002,-12.6
4540,-4.636758,-0.005552563,-0.005552563,-86.03659,90.85366,-134.81708,-58.800003,-25.2,-12.0
4550,-5.094207,-0.0061003626,-0.0061003626,-87.0122,89.20732,-131.95122,-60.000004,-25.2,-11.400001
4560,-5.5660257,-0.0066653704,-0.0066653704,-84.57317,89.451225,-127.98781,-60.000004,-26.400002,-11.400001
4570,-5.6187162,-0.006728468,-0.006728468,-77.743904,91.097565,-124.87805,-61.800003,-26.400002,-12.0
4580,-5.7552323,-0.0068919472,-0.0068919472,-68.17073,93.47561,-122.07317,-61.800003,-27.000002,-12.6
4590,-6.0114994,-0.0071988297,-0.0071988297,-57.5,98.414635,-122.743904,-63.000004,-27.6,-13.200001
4600,-5.613926,-0.0067227315,-0.0067227315,-49.390244,101.585365,-124.7561,-64.200005,-28.2,-12.6
4610,-5.031936,-0.006025793,-0.006025793,-45.30488,103.10976,-127.439026,-64.8,-28.800001,-11.400001
4620,-4.775669,-0.0057189106,-0.0057189106,-46.95122,101.89024,-128.96342,-66.600006,-29.400002,-12.0
4630,-4.8211746,-0.005773404,-0.005773404,-52.37805,100.30488,-127.5,-66.0,-30.6,-15.000001
4640,-5.158872,-0.0061778002,-0.0061778002,-57.37805,100.67073,-125.30488,-67.8,-31.800001,-13.8
4650,-5.4366946,-0.006510495,-0.006510495,-63.35366,102.37805,-124.268295,-67.8,-33.0,-15.000001
4660,-5.336104,-0.006390037,-0.006390037,-70.60976,105.121956,-127.439026,-70.200005,-33.0,-16.800001
4670,-4.775669,-0.0057189106,-0.0057189106,-78.35366,106.28049,-129.93903,-70.200005,-33.600002,-14.400001
4680,-4.687053,-0.0056127924,-0.0056127924,-82.560974,106.951225,-128.96342,-69.0,-35.4,-15.000001
4690,-4.9624805,-0.005942619,-0.005942619,-78.71951,107.743904,-125.54878,-70.8,-34.800003,-15.6
4700,-5.264253,-0.006303995,-0.006303995,-71.34147,109.5122,-118.17074,-72.0,-36.600002,-16.2
4710,-5.9085135,-0.007075503,-0.007075503,-65.30488,112.37805,-110.243904,-72.600006,-37.2,-16.800001
4720,-6.224656,-0.0074540866,-0.0074540866,-61.707317,115.60976,-106.21951,-73.8,-38.4,-16.2
4730,-6.581514,-0.007881427,-0.007881427,-58.65854,118.04878,-104.7561,-75.0,-39.0,-16.2
4740,-6.8689165,-0.008225595,-0.008225595,-54.939026,121.03659,-103.47561,-74.4,-40.800003,-17.400002
4750,-6.318062,-0.007565941,-0.007565941,-49.512196,122.743904,-100.30488,-74.4,-39.600002,-18.0
4760,-5.8103175,-0.0069579124,-0.0069579124,-41.82927,121.52439,-96.21951,-74.4,-39.600002,-18.0
4770,-5.8342676,-0.006986593,-0.006986593,-30.97561,120.426834,-88.47561,-74.4,-40.2,-18.6
4780,-5.5564456,-0.006653898,-0.006653898,-19.32927,120.73171,-82.5,-73.8,-40.2,-18.6
4790,-5.616321,-0.0067255995,-0.0067255995,-10.243902,117.68293,-81.03659,-76.200005,-42.0,-20.400002
4800,-5.8055277,-0.0069521763,-0.0069521763,-6.158537,113.04878,-79.63415,-76.200005,-42.0,-21.6
4810,-5.3935843,-0.00645887,-0.00645887,-4.5731707,106.28049,-77.0122,-77.4,-43.800003,-22.800001
4820,-5.0558863,-0.0060544736,-0.0060544736,-1.9512196,96.70732,-73.10976,-76.200005,-42.600002,-24.0
4830,-5.4319043,-0.0065047587,-0.0065047587,1.8902439,88.96342,-68.78049,-78.0,-44.4,-24.6
4840,-6.231841,-0.007462691,-0.007462691,7.5609756,85.54878,-63.90244,-78.600006,-45.600002,-25.2
4850,-6.7395854,-0.008070719,-0.008070719,11.585366,83.10976,-61.036587,-77.4,-45.600002,-25.800001
4860,-6.478528,-0.007758101,-0.007758101,12.195122,78.90244,-57.134148,-78.0,-46.2,-26.400002
4870,-5.860613,-0.0070181414,-0.0070181414,10.609756,74.63415,-52.987804,-78.0,-47.4,-27.000002
4880,-5.47262,-0.0065535163,-0.0065535163,9.329268,69.14634,-47.073174,-78.600006,-46.2,-27.6
4890,-5.927674,-0.0070984475,-0.0070984475,9.268292,64.02439,-38.90244,-79.200005,-48.0,-28.800001
4900,-6.4258375,-0.0076950034,-0.0076950034,6.768293,60.548782,-32.743904,-79.200005,-46.800003,-28.800001
4910,-6.303692,-0.0075487327,-0.0075487327,1.8902439,56.707317,-29.085367,-78.600006,-47.4,-28.2
4920,-5.9085135,-0.007075503,-0.007075503,-2.4390244,52.073174,-26.158537,-78.600006,-46.800003,-29.400002
4930,-5.630691,-0.006742808,-0.006742808,-2.9268293,46.341465,-22.743902,-79.8,-48.600002,-30.6
4940,-6.013894,-0.007201697,-0.007201697,1.1585366,41.463417,-18.90244,-79.200005,-46.800003,-30.6
4950,-6.3851223,-0.007646247,-0.007646247,9.817074,37.621952,-14.634147,-78.0,-48.0,-31.2
4960,-6.6509695,-0.007964601,-0.007964601,18.719513,33.17073,-10.731708,-79.200005,-49.2,-31.2
4970,-6.9311867,-0.008300164,-0.008300164,26.524391,30.304878,-8.658537,-79.200005,-49.800003,-33.0
4980,-7.2616997,-0.008695956,-0.008695956,32.621952,28.109756,-7.012195,-78.0,-48.600002,-31.800001
4990,-7.443721,-0.008913929,-0.008913929,36.52439,25.670732,-4.8170733,-78.600006,-48.0,-33.0
5000,-7.2760696,-0.008713164,-0.008713164,33.47561,21.280489,-2.378049,-78.600006,-48.600002,-34.2
5010,-6.8737063,-0.008231331,-0.008231331,21.158537,13.658537,-1.2804878,-79.200005,-50.4,-34.2
5020,-6.6342044,-0.007944525,-0.007944525,4.085366,4.5731707,-1.7682927,-78.600006,-49.2,-34.2
5030,-7.0102224,-0.00839481,-0.00839481,-7.804878,-2.682927,-1.8292683,-78.600006,-51.000004,-33.600002
5040,-7.391031,-0.008850832,-0.008850832,-12.012196,-6.9512196,-0.42682928,-78.600006,-50.4,-34.2
5050,-7.2736745,-0.008710297,-0.008710297,-11.402439,-10.731708,3.3536587,-79.200005,-49.2,-33.600002
5060,-7.5467067,-0.009037255,-0.009037255,-9.085366,-13.963415,6.3414636,-78.600006,-48.600002,-33.600002
